*******************************************************************************
 Revised: September 25, 2025           Uranus                               799
 
 PHYSICAL DATA:
  Mass x10^24 (kg)      = 86.813          Density (g/cm^3)       =  1.271
  Equat. radius (1 bar) = 25559+-4 km     Polar radius (km)      = 24973+-20
  Vol. Mean Radius (km) = 25362+-12       Flattening             =  0.02293
  Geometric Albedo      = 0.51
  Sid. rot. period (III)= 17.24+-0.01 h   Sid. rot. rate (rad/s) = -0.000101237
  Mean solar day, h     =~17.24           Rocky core mass (Mc/M) =  0.0012        
  GM (km^3/s^2)         = 5793950.6103    GM 1-sigma (km^3/s^2)  = +-4.3 
  Equ. grav, ge (m/s^2) =  8.87           Pol. grav, gp (m/s^2)  =   9.19+-0.02
  Visual magnitude V(1,0)= -7.11
  Vis. mag. (opposition)=  +5.52          Obliquity to orbit     = 97.77 deg
  Sidereal orbit period = 84.0120465 y    Sidereal orbit period  = 30685.4 d
  Mean daily motion     = 0.01176904 dg/d Mean orbit velocity    =  6.8 km/s
  Atmos. temp. (1 bar)  =  76+-2 K        Escape speed, km/s     =  21.3           
  Aroche(ice)/Rp        =  2.20           Hill's sphere rad., Rp = 2700
                                 Perihelion   Aphelion    Mean
  Solar Constant (W/m^2)         4.09         3.39        3.71
  Maximum Planetary IR (W/m^2)   0.72         0.55        0.63
  Minimum Planetary IR (W/m^2)   0.72         0.55        0.63
*******************************************************************************


*******************************************************************************
Ephemeris / API_USER Wed Sep  9 03:30:00 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Uranus (799)                    {source: ura184_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1900-Jan-01 12:00:00.0000 UT      
Stop  time      : A.D. 2099-Dec-31 12:00:00.0000 UT      
Step-size       : 129600 minutes
*******************************************************************************
Target pole/equ : IAU_URANUS                      {East-longitude positive}
Target radii    : 25559.0, 25559.0, 24973.0 km    {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
Calendar mode   : Gregorian
EOP file        : eop.260908.p261205                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-SEP-08. PREDICTS-> 2026-DEC-04
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*********************************************************************************************************
 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 1900-Jan-01 12:00:00.000, 2415021.000000000, , , 19.8335481327694,-14.8838780,  250.1667884,  0.0633404,
 1900-Apr-01 12:00:00.000, 2415111.000000000, , , 18.5055852687512,-25.6876147,  252.3887928,  0.0530094,
 1900-Jun-30 12:00:00.000, 2415201.000000000, , , 18.1289912491020, 14.2622689,  249.3550439,  0.0388861,
 1900-Sep-28 12:00:00.000, 2415291.000000000, , , 19.4553921811077, 26.5681810,  249.1867825,  0.0220499,
 1900-Dec-27 12:00:00.000, 2415381.000000000, , , 19.9716993792305,-10.6033986,  254.0491584,  0.0076552,
 1901-Mar-27 12:00:00.000, 2415471.000000000, , , 18.7226690223060,-27.6704603,  256.8898749, -0.0066061,
 1901-Jun-25 12:00:00.000, 2415561.000000000, , , 18.1278381193666,  9.7118765,  254.1366785, -0.0220670,
 1901-Sep-23 12:00:00.000, 2415651.000000000, , , 19.3674985493346, 28.2964610,  253.3110603, -0.0349118,
 1901-Dec-22 12:00:00.000, 2415741.000000000, , , 20.0846697263204, -6.0592943,  257.8786880, -0.0474142,
 1902-Mar-22 12:00:00.000, 2415831.000000000, , , 18.9477072471013,-28.8621977,  261.2768285, -0.0648027,
 1902-Jun-20 12:00:00.000, 2415921.000000000, , , 18.1529269508576,  4.8765373,  258.9120887, -0.0827880,
 1902-Sep-18 12:00:00.000, 2416011.000000000, , , 19.2717860013664, 29.2989951,  257.4793990, -0.0922408,
 1902-Dec-17 12:00:00.000, 2416101.000000000, , , 20.1712999348583, -1.3741172,  261.6664220, -0.1017164,
 1903-Mar-17 12:00:00.000, 2416191.000000000, , , 19.1758586380879,-29.2562383,  265.5491733, -0.1212167,
 1903-Jun-15 12:00:00.000, 2416281.000000000, , , 18.2049891364368, -0.0883520,  263.6648845, -0.1426388,
 1903-Sep-13 12:00:00.000, 2416371.000000000, , , 19.1722601707999, 29.5485865,  261.6940709, -0.1496210,
 1903-Dec-12 12:00:00.000, 2416461.000000000, , , 20.2312467670966,  3.3239585,  265.4228752, -0.1551269,
 1904-Mar-11 12:00:00.000, 2416551.000000000, , , 19.4025671729438,-28.8601894,  269.7093363, -0.1756000,
 1904-Jun-09 12:00:00.000, 2416641.000000000, , , 18.2842477573872, -5.0195121,  268.3786790, -0.2010139,
 1904-Sep-07 12:00:00.000, 2416731.000000000, , , 19.0735083311001, 29.0225007,  265.9561594, -0.2066802,
 1904-Dec-06 12:00:00.000, 2416821.000000000, , , 20.2650649586572,  7.9212574,  269.1588983, -0.2075764,
 1905-Mar-06 12:00:00.000, 2416911.000000000, , , 19.6238761035458,-27.6950557,  273.7618268, -0.2277718,
 1905-Jun-04 12:00:00.000, 2417001.000000000, , , 18.3902658891935, -9.7688484,  273.0393484, -0.2573168,
 1905-Sep-02 12:00:00.000, 2417091.000000000, , , 18.9801764155060, 27.7146317,  270.2652288, -0.2630421,
 1905-Dec-01 12:00:00.000, 2417181.000000000, , , 20.2738951261157, 12.3119979,  272.8864523, -0.2589882,
 1906-Mar-01 12:00:00.000, 2417271.000000000, , , 19.8358264468569,-25.8068555,  277.7141900, -0.2776213,
 1906-May-30 12:00:00.000, 2417361.000000000, , , 18.5215470788601,-14.2070876,  277.6342991, -0.3110815,
 1906-Aug-28 12:00:00.000, 2417451.000000000, , , 18.8963453629301, 25.6482227,  274.6200040, -0.3183294,
 1906-Nov-26 12:00:00.000, 2417541.000000000, , , 20.2592102607244, 16.4078836,  276.6166170, -0.3092949,
 1907-Feb-24 12:00:00.000, 2417631.000000000, , , 20.0347422942586,-23.2656202,  281.5761394, -0.3251207,
 1907-May-25 12:00:00.000, 2417721.000000000, , , 18.6756693787266,-18.2197343,  282.1533403, -0.3619824,
 1907-Aug-23 12:00:00.000, 2417811.000000000, , , 18.8257784044038, 22.8822189,  279.0171152, -0.3721465,
 1907-Nov-21 12:00:00.000, 2417901.000000000, , , 20.2228611999239, 20.1143020,  280.3613123, -0.3584068,
 1908-Feb-19 12:00:00.000, 2417991.000000000, , , 20.2172833004725,-20.1545399,  285.3582801, -0.3702996,
 1908-May-19 12:00:00.000, 2418081.000000000, , , 18.8495846692876,-21.7109286,  286.5897377, -0.4097671,
 1908-Aug-17 12:00:00.000, 2418171.000000000, , , 18.7716638557560, 19.5004567,  283.4511160, -0.4240538,
 1908-Nov-15 12:00:00.000, 2418261.000000000, , , 20.1670235163342, 23.3351270,  284.1315121, -0.4062348,
 1909-Feb-13 12:00:00.000, 2418351.000000000, , , 20.3801575954282,-16.5691177,  289.0721426, -0.4132158,
 1909-May-14 12:00:00.000, 2418441.000000000, , , 19.0394449926678,-24.5831739,  290.9372840, -0.4542465,
 1909-Aug-12 12:00:00.000, 2418531.000000000, , , 18.7366568222015, 15.5937716,  287.9144071, -0.4736224,
 1909-Nov-10 12:00:00.000, 2418621.000000000, , , 20.0940212868467, 25.9789066,  287.9358191, -0.4526863,
 1910-Feb-08 12:00:00.000, 2418711.000000000, , , 20.5205793964668,-12.5994617,  292.7289185, -0.4539055,
 1910-May-09 12:00:00.000, 2418801.000000000, , , 19.2410115224988,-26.7650349,  295.1919937, -0.4952961,
 1910-Aug-07 12:00:00.000, 2418891.000000000, , , 18.7227754450632, 11.2640401,  292.3968101, -0.5204419,
 1910-Nov-05 12:00:00.000, 2418981.000000000, , , 20.0066264544698, 27.9698960,  291.7825182, -0.4975873,
 1911-Feb-03 12:00:00.000, 2419071.000000000, , , 20.6361111740555, -8.3332524,  296.3396666, -0.4923915,
 1911-May-04 12:00:00.000, 2419161.000000000, , , 19.4497696102183,-28.2121078,  299.3529522, -0.5328658,
 1911-Aug-02 12:00:00.000, 2419251.000000000, , , 18.7311871210349,  6.6207871,  296.8874839, -0.5641008,
 1911-Oct-31 12:00:00.000, 2419341.000000000, , , 19.9077294689753, 29.2610049,  295.6779121, -0.5407259,
 1912-Jan-29 12:00:00.000, 2419431.000000000, , , 20.7249560112909, -3.8626465,  299.9156482, -0.5287081,
 1912-Apr-28 12:00:00.000, 2419521.000000000, , , 19.6610669591298,-28.9177971,  303.4200498, -0.5669876,
 1912-Jul-27 12:00:00.000, 2419611.000000000, , , 18.7624909525354,  1.7982038,  301.3742366, -0.6042026,
 1912-Oct-25 12:00:00.000, 2419701.000000000, , , 19.8006615041735, 29.8197669,  299.6260264, -0.5818498,
 1913-Jan-23 12:00:00.000, 2419791.000000000, , , 20.7859471372407,  0.7117724,  303.4674344, -0.5629990,
 1913-Apr-23 12:00:00.000, 2419881.000000000, , , 19.8703607308997,-28.8941055,  307.3953024, -0.5976716,
 1913-Jul-22 12:00:00.000, 2419971.000000000, , , 18.8165745426546, -3.0569429,  305.8433029, -0.6403922,
 1913-Oct-20 12:00:00.000, 2420061.000000000, , , 19.6890472433886, 29.6295731,  303.6297368, -0.6206654,
 1914-Jan-18 12:00:00.000, 2420151.000000000, , , 20.8184045798452,  5.2686635,  307.0047923, -0.5949024,
 1914-Apr-18 12:00:00.000, 2420241.000000000, , , 20.0729751210604,-28.1613225,  311.2820882, -0.6249742,
 1914-Jul-17 12:00:00.000, 2420331.000000000, , , 18.8925055661575, -7.7975659,  310.2814600, -0.6724057,
 1914-Oct-15 12:00:00.000, 2420421.000000000, , , 19.5763613584518, 28.6827957,  307.6893731, -0.6568549,
 1915-Jan-13 12:00:00.000, 2420511.000000000, , , 20.8222476175416,  9.6961459,  310.5381390, -0.6247026,
 1915-Apr-13 12:00:00.000, 2420601.000000000, , , 20.2646191894122,-26.7417999,  315.0843514, -0.6489841,
 1915-Jul-12 12:00:00.000, 2420691.000000000, , , 18.9888904733356,-12.2835223,  314.6759336, -0.7000709,
 1915-Oct-10 12:00:00.000, 2420781.000000000, , , 19.4664634609491, 26.9845988,  311.8031770, -0.6900490,
 1916-Jan-08 12:00:00.000, 2420871.000000000, , , 20.7983233591848, 13.8958178,  314.0765801, -0.6522153,
 1916-Apr-07 12:00:00.000, 2420961.000000000, , , 20.4418566590162,-24.6693930,  318.8077580, -0.6697974,
 1916-Jul-06 12:00:00.000, 2421051.000000000, , , 19.1041303029225,-16.4041596,  319.0151069, -0.7232520,
 1916-Oct-04 12:00:00.000, 2421141.000000000, , , 19.3633483884910, 24.5652669,  315.9681162, -0.7198687,
 1917-Jan-02 12:00:00.000, 2421231.000000000, , , 20.7483150970454, 17.7830575,  317.6288949, -0.6773726,
 1917-Apr-02 12:00:00.000, 2421321.000000000, , , 20.6015748028203,-22.0034847,  322.4590505, -0.6875287,
 1917-Jul-01 12:00:00.000, 2421411.000000000, , , 19.2361044315615,-20.0609163,  323.2891159, -0.7419096,
 1917-Sep-29 12:00:00.000, 2421501.000000000, , , 19.2708919276951, 21.4872161,  320.1786261, -0.7459930,
 1917-Dec-28 12:00:00.000, 2421591.000000000, , , 20.6745025168360, 21.2753050,  321.2040996, -0.7001055,
 1918-Mar-28 12:00:00.000, 2421681.000000000, , , 20.7412607855182,-18.8251989,  326.0460217, -0.7022885,
 1918-Jun-26 12:00:00.000, 2421771.000000000, , , 19.3822304621242,-23.1708004,  327.4908607, -0.7561255,
 1918-Sep-24 12:00:00.000, 2421861.000000000, , , 19.1928185151925, 17.8449946,  324.4284961, -0.7681241,
 1918-Dec-23 12:00:00.000, 2421951.000000000, , , 20.5798342680416, 24.2812288,  324.8115569, -0.7202945,
 1919-Mar-23 12:00:00.000, 2422041.000000000, , , 20.8588600989778,-15.2209235,  329.5790391, -0.7142034,
 1919-Jun-21 12:00:00.000, 2422131.000000000, , , 19.5396728802569,-25.6609172,  331.6161161, -0.7660569,
 1919-Sep-19 12:00:00.000, 2422221.000000000, , , 19.1321270593794, 13.7400709,  328.7116058, -0.7860105,
 1919-Dec-18 12:00:00.000, 2422311.000000000, , , 20.4674555596016, 26.7136603,  328.4609485, -0.7378222,
 1920-Mar-17 12:00:00.000, 2422401.000000000, , , 20.9525943196375,-11.2789123,  333.0689906, -0.7234255,
 1920-Jun-15 12:00:00.000, 2422491.000000000, , , 19.7050812826783,-27.4709579,  335.6632583, -0.7719276,
 1920-Sep-13 12:00:00.000, 2422581.000000000, , , 19.0912487868388,  9.2757258,  333.0195805, -0.7994330,
 1920-Dec-12 12:00:00.000, 2422671.000000000, , , 20.3406155970870, 28.4969105,  332.1612734, -0.7525790,
 1921-Mar-12 12:00:00.000, 2422761.000000000, , , 21.0210314508133, -7.0759803,  336.5266274, -0.7300654,
 1921-Jun-10 12:00:00.000, 2422851.000000000, , , 19.8748464070455,-28.5686481,  339.6325381, -0.7739333,
 1921-Sep-08 12:00:00.000, 2422941.000000000, , , 19.0717847585507,  4.5653500,  337.3434059, -0.8082490,
 1921-Dec-07 12:00:00.000, 2423031.000000000, , , 20.2028085053660, 29.5781679,  335.9202784, -0.7644006,
 1922-Mar-07 12:00:00.000, 2423121.000000000, , , 21.0629640136426, -2.6967917,  339.9641597, -0.7341913,
 1922-Jun-05 12:00:00.000, 2423211.000000000, , , 20.0450218082437,-28.9527921,  343.5261030, -0.7723021,
 1922-Sep-03 12:00:00.000, 2423301.000000000, , , 19.0743900106055, -0.2672765,  341.6738180, -0.8123870,
 1922-Dec-02 12:00:00.000, 2423391.000000000, , , 20.0574092737152, 29.9284990,  339.7445191, -0.7731103,
 1923-Mar-02 12:00:00.000, 2423481.000000000, , , 21.0775716972624,  1.7661715,  343.3935452, -0.7358492,
 1923-May-31 12:00:00.000, 2423571.000000000, , , 20.2115192842338,-28.6412607,  347.3483062, -0.7672875,
 1923-Aug-29 12:00:00.000, 2423661.000000000, , , 19.0990340463120, -5.0787635,  346.0001222, -0.8118286,
 1923-Nov-27 12:00:00.000, 2423751.000000000, , , 19.9081799470446, 29.5316162,  343.6391185, -0.7784718,
 1924-Feb-25 12:00:00.000, 2423841.000000000, , , 21.0645827864361,  6.2100970,  346.8258131, -0.7350200,
 1924-May-25 12:00:00.000, 2423931.000000000, , , 20.3705658110992,-27.6622881,  351.1040960, -0.7591000,
 1924-Aug-23 12:00:00.000, 2424021.000000000, , , 19.1450156412036, -9.7296682,  350.3123026, -0.8065822,
 1924-Nov-21 12:00:00.000, 2424111.000000000, , , 19.7588762461458, 28.3805289,  347.6068546, -0.7802402,
 1925-Feb-19 12:00:00.000, 2424201.000000000, , , 21.0240015469354, 10.5216216,  350.2729095, -0.7317352,
 1925-May-20 12:00:00.000, 2424291.000000000, , , 20.5180924734596,-26.0421260,  354.7992128, -0.7479332,
 1925-Aug-18 12:00:00.000, 2424381.000000000, , , 19.2107365475724,-14.0858304,  354.6002014, -0.7967443,
 1925-Nov-16 12:00:00.000, 2424471.000000000, , , 19.6129769023801, 26.4788093,  351.6486025, -0.7782030,
 1926-Feb-14 12:00:00.000, 2424561.000000000, , , 20.9561849347190, 14.6013632,  353.7451974, -0.7259234,
 1926-May-15 12:00:00.000, 2424651.000000000, , , 20.6502007414399,-23.8183064,  358.4405936, -0.7339454,
 1926-Aug-13 12:00:00.000, 2424741.000000000, , , 19.2938971260651,-18.0337347,  358.8538627, -0.7824890,
 1926-Nov-11 12:00:00.000, 2424831.000000000, , , 19.4739769996046, 23.8534210,  355.7628580, -0.7721169,
 1927-Feb-09 12:00:00.000, 2424921.000000000, , , 20.8621313260310, 18.3651144,  357.2526557, -0.7174707,
 1927-May-10 12:00:00.000, 2425011.000000000, , , 20.7635724477797,-21.0406386,    2.0349990, -0.7172680,
 1927-Aug-08 12:00:00.000, 2425101.000000000, , , 19.3918394130848,-21.4870512,    3.0654120, -0.7640322,
 1927-Nov-06 12:00:00.000, 2425191.000000000, , , 19.3450802487691, 20.5685276,  359.9451989, -0.7617752,
 1928-Feb-04 12:00:00.000, 2425281.000000000, , , 20.7435038811447, 21.7311027,    0.8046928, -0.7062640,
 1928-May-04 12:00:00.000, 2425371.000000000, , , 20.8551829966294,-17.7837403,    5.5894300, -0.6980505,
 1928-Aug-02 12:00:00.000, 2425461.000000000, , , 19.5014250754316,-24.3689786,    7.2268485, -0.7416255,
 1928-Oct-31 12:00:00.000, 2425551.000000000, , , 19.2294102112645, 16.7145405,    4.1885769, -0.7470328,
 1929-Jan-29 12:00:00.000, 2425641.000000000, , , 20.6025827841060, 24.6164485,    4.4086490, -0.6922153,
 1929-Apr-29 12:00:00.000, 2425731.000000000, , , 20.9227330614568,-14.1298657,    9.1113093, -0.6763795,
 1929-Jul-28 12:00:00.000, 2425821.000000000, , , 19.6194290967343,-26.6136755,   11.3312320, -0.7155464,
 1929-Oct-26 12:00:00.000, 2425911.000000000, , , 19.1300666885190, 12.4093047,    8.4837168, -0.7278197,
 1930-Jan-24 12:00:00.000, 2426001.000000000, , , 20.4425573947717, 26.9305752,    8.0723792, -0.6752076,
 1930-Apr-24 12:00:00.000, 2426091.000000000, , , 20.9645512062670,-10.1655786,   12.6087870, -0.6523490,
 1930-Jul-23 12:00:00.000, 2426181.000000000, , , 19.7427106003761,-28.1643234,   15.3750677, -0.6861206,
 1930-Oct-21 12:00:00.000, 2426271.000000000, , , 19.0497479279566,  7.7668387,   12.8203959, -0.7041650,
 1931-Jan-19 12:00:00.000, 2426361.000000000, , , 20.2671083773298, 28.5954555,   11.8035147, -0.6551316,
 1931-Apr-19 12:00:00.000, 2426451.000000000, , , 20.9796655917196, -5.9716352,   16.0910283, -0.6260548,
 1931-Jul-18 12:00:00.000, 2426541.000000000, , , 19.8680458305615,-28.9853640,   19.3565769, -0.6537190,
 1931-Oct-16 12:00:00.000, 2426631.000000000, , , 18.9906800158120,  2.9092829,   17.1880649, -0.6761508,
 1932-Jan-14 12:00:00.000, 2426721.000000000, , , 20.0803826378878, 29.5502184,   15.6084664, -0.6318768,
 1932-Apr-13 12:00:00.000, 2426811.000000000, , , 20.9677357860632, -1.6220066,   19.5676779, -0.5975831,
 1932-Jul-12 12:00:00.000, 2426901.000000000, , , 19.9923616544651,-29.0807104,   23.2761512, -0.6186588,
 1932-Oct-10 12:00:00.000, 2426991.000000000, , , 18.9542928335719, -2.0334646,   21.5751501, -0.6439340,
 1933-Jan-08 12:00:00.000, 2427081.000000000, , , 19.8867800111413, 29.7594856,   19.4937697, -0.6053516,
 1933-Apr-08 12:00:00.000, 2427171.000000000, , , 20.9286892075400,  2.7922983,   23.0494777, -0.5669783,
 1933-Jul-07 12:00:00.000, 2427261.000000000, , , 20.1121765329598,-28.4748881,   27.1372419, -0.5812327,
 1933-Oct-05 12:00:00.000, 2427351.000000000, , , 18.9410304747819, -6.9166068,   25.9702090, -0.6077838,
 1934-Jan-03 12:00:00.000, 2427441.000000000, , , 19.6905551752101, 29.2061880,   23.4645728, -0.5754912,
 1934-Apr-03 12:00:00.000, 2427531.000000000, , , 20.8628079293075,  7.1722960,   26.5476743, -0.5342439,
 1934-Jul-02 12:00:00.000, 2427621.000000000, , , 20.2239816694122,-27.2074633,   30.9442576, -0.5417130,
 1934-Sep-30 12:00:00.000, 2427711.000000000, , , 18.9505452626057,-11.5881283,   30.3621333, -0.5680179,
 1934-Dec-29 12:00:00.000, 2427801.000000000, , , 19.4962216409651, 27.8842420,   27.5241584, -0.5422036,
 1935-Mar-29 12:00:00.000, 2427891.000000000, , , 20.7708788703676, 11.4096020,   30.0743137, -0.4993493,
 1935-Jun-27 12:00:00.000, 2427981.000000000, , , 20.3246578445907,-25.3124019,   34.7033195, -0.5003300,
 1935-Sep-25 12:00:00.000, 2428071.000000000, , , 18.9818487177212,-15.9111143,   34.7404504, -0.5249832,
 1935-Dec-24 12:00:00.000, 2428161.000000000, , , 19.3081712858300, 25.8004390,   31.6746665, -0.5054321,
 1936-Mar-23 12:00:00.000, 2428251.000000000, , , 20.6540170441288, 15.3993305,   33.6407558, -0.4622856,
 1936-Jun-21 12:00:00.000, 2428341.000000000, , , 20.4109793185280,-22.8313027,   38.4219088, -0.4572860,
 1936-Sep-19 12:00:00.000, 2428431.000000000, , , 19.0330307234557,-19.7679251,   39.0953773, -0.4790349,
 1936-Dec-18 12:00:00.000, 2428521.000000000, , , 19.1303747086941, 22.9744094,   35.9155984, -0.4651998,
 1937-Mar-18 12:00:00.000, 2428611.000000000, , , 20.5135487569331, 19.0562513,   37.2584112, -0.4230155,
 1937-Jun-16 12:00:00.000, 2428701.000000000, , , 20.4798994033712,-19.8192993,   42.1076865, -0.4126980,
 1937-Sep-14 12:00:00.000, 2428791.000000000, , , 19.1013973781691,-23.0643333,   43.4189744, -0.4305627,
 1937-Dec-13 12:00:00.000, 2428881.000000000, , , 18.9666568170749, 19.4670237,   40.2436410, -0.4215571,
 1938-Mar-13 12:00:00.000, 2428971.000000000, , , 20.3513718244271, 22.2985246,   40.9386964, -0.3814657,
 1938-Jun-11 12:00:00.000, 2429061.000000000, , , 20.5286205925875,-16.3508927,   45.7701710, -0.3666645,
 1938-Sep-09 12:00:00.000, 2429151.000000000, , , 19.1837311492573,-25.7306350,   47.7048973, -0.3799708,
 1938-Dec-08 12:00:00.000, 2429241.000000000, , , 18.8202319377650, 15.3713100,   44.6538298, -0.3746298,
 1939-Mar-08 12:00:00.000, 2429331.000000000, , , 20.1697708496251, 25.0417397,   44.6920077, -0.3375620,
 1939-Jun-06 12:00:00.000, 2429421.000000000, , , 20.5545465097048,-12.5163436,   49.4188877, -0.3192940,
 1939-Sep-04 12:00:00.000, 2429511.000000000, , , 19.2761552198730,-27.7058848,   51.9479042, -0.3276615,
 1939-Dec-03 12:00:00.000, 2429601.000000000, , , 18.6938321033437, 10.8112092,   49.1371227, -0.3246011,
 1940-Mar-02 12:00:00.000, 2429691.000000000, , , 19.9713501362789, 27.1942832,   48.5275932, -0.2912732,
 1940-May-31 12:00:00.000, 2429781.000000000, , , 20.5555384654748, -8.4042316,   53.0620832, -0.2706620,
 1940-Aug-29 12:00:00.000, 2429871.000000000, , , 19.3745303485627,-28.9453867,   56.1439304, -0.2739958,
 1940-Nov-27 12:00:00.000, 2429961.000000000, , , 18.5896475307205,  5.9232892,   53.6816340, -0.2717727,
 1941-Feb-25 12:00:00.000, 2430051.000000000, , , 19.7594222541997, 28.6679408,   52.4532912, -0.2426222,
 1941-May-26 12:00:00.000, 2430141.000000000, , , 20.5299201542131, -4.1023275,   56.7091312, -0.2208366,
 1941-Aug-24 12:00:00.000, 2430231.000000000, , , 19.4746644573173,-29.4173627,   60.2901420, -0.2193414,
 1941-Nov-22 12:00:00.000, 2430321.000000000, , , 18.5092381356204,  0.8437969,   58.2744322, -0.2165837,
 1942-Feb-20 12:00:00.000, 2430411.000000000, , , 19.5376872860753, 29.4016061,   56.4753273, -0.1916755,
 1942-May-21 12:00:00.000, 2430501.000000000, , , 20.4768643466039,  0.3074142,   60.3695783, -0.1699466,
 1942-Aug-19 12:00:00.000, 2430591.000000000, , , 19.5726094218468,-29.1227959,   64.3857951, -0.1640704,
 1942-Nov-17 12:00:00.000, 2430681.000000000, , , 18.4537833099039, -4.2783176,   62.8998846, -0.1595233,
 1943-Feb-15 12:00:00.000, 2430771.000000000, , , 19.3107682462251, 29.3557860,   60.5988005, -0.1385367,
 1943-May-16 12:00:00.000, 2430861.000000000, , , 20.3965608708813,  4.7387050,   64.0518375, -0.1179070,
