*******************************************************************************
 Revised: January 26, 2022             Saturn                               699
 
 PHYSICAL DATA:
  Mass x10^26 (kg)      = 5.6834          Density (g/cm^3)       =  0.687+-.001
  Equat. radius (1 bar) = 60268+-4 km     Polar radius (km)      = 54364+-10
  Vol. Mean Radius (km) = 58232+-6        Flattening             =  0.09796
  Geometric Albedo      = 0.47            Rocky core mass (Mc/M) =  0.1027
  Sid. rot. period (III)= 10h 39m 22.4s   Sid. rot. rate (rad/s) =  0.000163785 
  Mean solar day, hrs   =~10.656         
  GM (km^3/s^2)         = 37931206.234    GM 1-sigma (km^3/s^2)  = +- 98
  Equ. grav, ge (m/s^2) = 10.44           Pol. grav, gp (m/s^2)  = 12.14+-0.01
  Vis. magnitude V(1,0) = -8.88          
  Vis. mag. (opposition)= +0.67           Obliquity to orbit     = 26.73 deg
  Sidereal orbit period = 29.447498 yr    Sidereal orbit period  = 10755.698 d
  Mean daily motion     = 0.0334979 deg/d Mean orbit velocity    =  9.68 km/s
  Atmos. temp. (1 bar)  = 134+-4 K        Escape speed, km/s    =  35.5          
  Aroche(ice)/Rp        =  2.71           Hill's sphere rad. Rp  = 1100
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         16.8        13.6        15.1
  Maximum Planetary IR (W/m^2)    4.7         4.5         4.6
  Minimum Planetary IR (W/m^2)    4.7         4.5         4.6
*******************************************************************************


*******************************************************************************
Ephemeris / API_USER Wed Sep  9 03:29:58 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Saturn (699)                    {source: sat441l}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1900-Jan-01 12:00:00.0000 UT      
Stop  time      : A.D. 2099-Dec-31 12:00:00.0000 UT      
Step-size       : 129600 minutes
*******************************************************************************
Target pole/equ : IAU_SATURN                      {West-longitude positive}
Target radii    : 60268.0, 60268.0, 54364.0 km    {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
Calendar mode   : Gregorian
EOP file        : eop.260908.p261205                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-SEP-08. PREDICTS-> 2026-DEC-04
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*********************************************************************************************************
 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 1900-Jan-01 12:00:00.000, 2415021.000000000, , , 11.0228212890434, -6.5080806,  267.7748827,  1.0073267,
 1900-Apr-01 12:00:00.000, 2415111.000000000, , , 9.90823995567965,-28.7355631,  274.9029819,  1.0124939,
 1900-Jun-30 12:00:00.000, 2415201.000000000, , , 9.05996069100698,  3.4224438,  271.2497639,  0.9865616,
 1900-Sep-28 12:00:00.000, 2415291.000000000, , , 10.1233148689122, 28.6000281,  268.9718119,  0.7727845,
 1900-Dec-27 12:00:00.000, 2415381.000000000, , , 11.0501211351933,  0.8368586,  277.1711460,  0.6053093,
 1901-Mar-27 12:00:00.000, 2415471.000000000, , , 10.1813083475373,-28.5177728,  285.6778821,  0.5439161,
 1901-Jun-25 12:00:00.000, 2415561.000000000, , , 9.05871309985121, -5.3974335,  283.8493468,  0.4829703,
 1901-Sep-23 12:00:00.000, 2415651.000000000, , , 9.82912811407306, 28.2833304,  279.8508475,  0.3257974,
 1901-Dec-22 12:00:00.000, 2415741.000000000, , , 10.9846981644866,  8.1462811,  286.5926406,  0.1839680,
 1902-Mar-22 12:00:00.000, 2415831.000000000, , , 10.4202421094725,-26.1880646,  296.0779587,  0.0801139,
 1902-Jun-20 12:00:00.000, 2415921.000000000, , , 9.12026058436343,-13.6979735,  296.3967848, -0.0386571,
 1902-Sep-18 12:00:00.000, 2416011.000000000, , , 9.52603021328490, 25.6567190,  291.2367545, -0.1616337,
 1902-Dec-17 12:00:00.000, 2416101.000000000, , , 10.8290585285692, 14.9779424,  296.1626886, -0.2514680,
 1903-Mar-17 12:00:00.000, 2416191.000000000, , , 10.6071750698839,-22.0150448,  306.2030777, -0.3675851,
 1903-Jun-15 12:00:00.000, 2416281.000000000, , , 9.23757015590754,-20.6756305,  308.7888540, -0.5484234,
 1903-Sep-13 12:00:00.000, 2416371.000000000, , , 9.23766776260985, 20.7271735,  303.1876288, -0.6735401,
 1903-Dec-12 12:00:00.000, 2416461.000000000, , , 10.5907765559307, 20.8929673,  306.0060777, -0.6950687,
 1904-Mar-11 12:00:00.000, 2416551.000000000, , , 10.7280173010642,-16.3524381,  316.1582582, -0.7906298,
 1904-Jun-09 12:00:00.000, 2416641.000000000, , , 9.39809512255156,-25.7030378,  320.9464549, -1.0196156,
 1904-Sep-07 12:00:00.000, 2416731.000000000, , , 8.98865869958134, 13.7353661,  315.7137252, -1.1860033,
 1904-Dec-06 12:00:00.000, 2416821.000000000, , , 10.2822516263110, 25.4240247,  316.2507026, -1.1389388,
 1905-Mar-06 12:00:00.000, 2416911.000000000, , , 10.7723268314224, -9.5746654,  326.0490041, -1.1817587,
 1905-Jun-04 12:00:00.000, 2417001.000000000, , , 9.58485909183782,-28.4075588,  332.8275730, -1.4312799,
 1905-Sep-02 12:00:00.000, 2417091.000000000, , , 8.80146234804895,  5.2031740,  328.7627995, -1.6672394,
 1905-Dec-01 12:00:00.000, 2417181.000000000, , , 9.92084227912253, 28.1284855,  327.0288968, -1.5715414,
 1906-Mar-01 12:00:00.000, 2417271.000000000, , , 10.7332474903493, -2.1106998,  335.9862498, -1.5340632,
 1906-May-30 12:00:00.000, 2417361.000000000, , , 9.77814779961097,-28.6684163,  344.4302552, -1.7689977,
 1906-Aug-28 12:00:00.000, 2417451.000000000, , , 8.69307695592828, -4.0378340,  342.2173196, -2.0807249,
 1906-Nov-26 12:00:00.000, 2417541.000000000, , , 9.52891789103078, 28.5864320,  338.4715546, -1.9760997,
 1907-Feb-24 12:00:00.000, 2417631.000000000, , , 10.6082902477869,  5.5853927,  346.0861003, -1.8398830,
 1907-May-25 12:00:00.000, 2417721.000000000, , , 9.95768841485285,-26.5758496,  355.7874779, -2.0239883,
 1907-Aug-23 12:00:00.000, 2417811.000000000, , , 8.67238565594491,-12.9616933,  355.9031625, -2.3915973,
 1907-Nov-21 12:00:00.000, 2417901.000000000, , , 9.13432355338323, 26.4754168,  350.6955924, -2.3286246,
 1908-Feb-19 12:00:00.000, 2417991.000000000, , , 10.3999163156851, 13.0141517,  356.4699569, -2.0900698,
 1908-May-19 12:00:00.000, 2418081.000000000, , , 10.1046088471576,-22.3959385,    6.9580900, -2.1913739,
 1908-Aug-17 12:00:00.000, 2418171.000000000, , , 8.73820769267744,-20.5120205,    9.6204357, -2.5739722,
 1908-Nov-15 12:00:00.000, 2418261.000000000, , , 8.76933661357159, 21.6405536,    3.7762276, -2.5975089,
 1909-Feb-13 12:00:00.000, 2418351.000000000, , , 10.1161507254941, 19.6199718,    7.2678733, -2.2731067,
 1909-May-14 12:00:00.000, 2418441.000000000, , , 10.2021106029310,-16.4891313,   18.0179810, -2.2686330,
 1909-Aug-12 12:00:00.000, 2418531.000000000, , , 8.87891032368825,-25.8432257,   23.1840222, -2.6164919,
 1909-Nov-10 12:00:00.000, 2418621.000000000, , , 8.46808665614048, 14.2469124,   17.7097184, -2.7460376,
 1910-Feb-08 12:00:00.000, 2418711.000000000, , , 9.77120886769876, 24.8246558,   18.6148709, -2.3745368,
 1910-May-09 12:00:00.000, 2418801.000000000, , , 10.2370391872308, -9.3127330,   29.0543910, -2.2545130,
 1910-Aug-07 12:00:00.000, 2418891.000000000, , , 9.07450499332548,-28.4444487,   36.4568699, -2.5225609,
 1910-Nov-05 12:00:00.000, 2418981.000000000, , , 8.26263205359424,  4.9235933,   32.3748703, -2.7397931,
 1911-Feb-03 12:00:00.000, 2419071.000000000, , , 9.38671350713885, 28.0137827,   30.6460358, -2.3769694,
 1911-May-04 12:00:00.000, 2419161.000000000, , , 10.2011156737692, -1.3608814,   40.1617953, -2.1482284,
 1911-Aug-02 12:00:00.000, 2419251.000000000, , , 9.30020652294676,-28.1999993,   49.3663479, -2.3065414,
 1911-Oct-31 12:00:00.000, 2419341.000000000, , , 8.17666237277507, -5.2175007,   47.5188523, -2.5592598,
 1912-Jan-29 12:00:00.000, 2419431.000000000, , , 8.99172655587134, 28.6282733,   43.4801949, -2.2613296,
 1912-Apr-28 12:00:00.000, 2419521.000000000, , , 10.0916371044252,  6.7891496,   51.4382871, -1.9494531,
 1912-Jul-27 12:00:00.000, 2419611.000000000, , , 9.52946134943000,-25.3076166,   61.8993207, -1.9887556,
 1912-Oct-25 12:00:00.000, 2419701.000000000, , , 8.21933915826534,-14.7535446,   62.7901985, -2.2110035,
 1913-Jan-23 12:00:00.000, 2419791.000000000, , , 8.62176753519991, 26.2188612,   57.1908910, -2.0108029,
 1913-Apr-23 12:00:00.000, 2419881.000000000, , , 9.91228885318525, 14.5247429,   62.9843472, -1.6587034,
 1913-Jul-22 12:00:00.000, 2419971.000000000, , , 9.73718624147310,-20.1914747,   74.0882041, -1.5910794,
 1913-Oct-20 12:00:00.000, 2420061.000000000, , , 8.38234244321114,-22.3441197,   77.8245016, -1.7293259,
 1914-Jan-18 12:00:00.000, 2420151.000000000, , , 8.31658183829690, 20.6613393,   71.7611815, -1.6177103,
 1914-Apr-18 12:00:00.000, 2420241.000000000, , , 9.67397474605128, 21.1776525,   74.9017859, -1.2782081,
 1914-Jul-17 12:00:00.000, 2420331.000000000, , , 9.90250861250514,-13.4019329,   85.9956326, -1.1346050,
 1914-Oct-15 12:00:00.000, 2420421.000000000, , , 8.64194785878700,-27.0779010,   92.3347930, -1.1652640,
 1915-Jan-13 12:00:00.000, 2420511.000000000, , , 8.11418737956461, 12.3207430,   87.0389052, -1.0935720,
 1915-Apr-13 12:00:00.000, 2420601.000000000, , , 9.39500433405860, 26.0789989,   87.2846342, -0.8138780,
 1915-Jul-12 12:00:00.000, 2420691.000000000, , , 10.0100533352957, -5.5532845,   97.7004404, -0.6386907,
 1915-Oct-10 12:00:00.000, 2420781.000000000, , , 8.96448628584316,-28.6325294,  106.1571466, -0.5711287,
 1916-Jan-08 12:00:00.000, 2420871.000000000, , , 8.04306376196582,  2.2069222,  102.7154478, -0.4762041,
 1916-Apr-07 12:00:00.000, 2420961.000000000, , , 9.10026744000417, 28.6001862,  100.2072336, -0.2777533,
 1916-Jul-06 12:00:00.000, 2421051.000000000, , , 10.0510028165335,  2.7098118,  109.2863400, -0.1210664,
 1916-Oct-04 12:00:00.000, 2421141.000000000, , , 9.31314996501431,-27.1662000,  119.2480995,  0.0105526,
 1917-Jan-02 12:00:00.000, 2421231.000000000, , , 8.11443161296343, -8.1976681,  118.3743181,  0.1741810,
 1917-Apr-02 12:00:00.000, 2421321.000000000, , , 8.82019498726346, 28.2431829,  113.7048629,  0.3087902,
 1917-Jul-01 12:00:00.000, 2421411.000000000, , , 10.0234159396249, 10.7506352,  120.8407122,  0.4015525,
 1917-Sep-29 12:00:00.000, 2421501.000000000, , , 9.65357464129835,-23.1650267,  131.6497357,  0.5504159,
 1917-Dec-28 12:00:00.000, 2421591.000000000, , , 8.31902234630924,-17.3427889,  133.5998835,  0.7916086,
 1918-Mar-28 12:00:00.000, 2421681.000000000, , , 8.58746380657728, 24.7868372,  127.7452326,  0.9126766,
 1918-Jun-26 12:00:00.000, 2421771.000000000, , , 9.93229704317804, 17.9310748,  132.4493828,  0.9125931,
 1918-Sep-24 12:00:00.000, 2421861.000000000, , , 9.95703184022142,-17.2480639,  143.4520511,  1.0305414,
 1918-Dec-23 12:00:00.000, 2421951.000000000, , , 8.62988537948486,-24.0757408,  148.0799730,  1.3241618,
 1919-Mar-23 12:00:00.000, 2422041.000000000, , , 8.43253360945808, 18.4062690,  142.2038362,  1.4895474,
 1919-Jun-21 12:00:00.000, 2422131.000000000, , , 9.78870686196509, 23.6664780,  144.1901409,  1.3948000,
 1919-Sep-19 12:00:00.000, 2422221.000000000, , , 10.2021202295778,-10.0788077,  154.7645778,  1.4411091,
 1919-Dec-18 12:00:00.000, 2422311.000000000, , , 9.00982562472542,-27.8479438,  161.6588562,  1.7435047,
 1920-Mar-17 12:00:00.000, 2422401.000000000, , , 8.37795539359267,  9.7923270,  156.8601163,  1.9898483,
 1920-Jun-15 12:00:00.000, 2422491.000000000, , , 9.60871903000059, 27.4195905,  156.1330785,  1.8296776,
 1920-Sep-13 12:00:00.000, 2422581.000000000, , , 10.3745307356643, -2.2781997,  165.7033360,  1.7770890,
 1920-Dec-12 12:00:00.000, 2422671.000000000, , , 9.41914297095482,-28.6409811,  174.3227762,  2.0425666,
 1921-Mar-12 12:00:00.000, 2422761.000000000, , , 8.43354785382702,  0.0403124,  171.4318059,  2.3702876,
 1921-Jun-10 12:00:00.000, 2422851.000000000, , , 9.41188964499282, 28.7894005,  168.3320837,  2.1972819,
 1921-Sep-08 12:00:00.000, 2422941.000000000, , , 10.4667984409035,  5.5692566,  176.3858966,  2.0358624,
 1921-Dec-07 12:00:00.000, 2423031.000000000, , , 9.82125014116003,-26.7820839,  186.1523078,  2.2275500,
 1922-Mar-07 12:00:00.000, 2423121.000000000, , , 8.59483179722702, -9.5512477,  185.6364877,  2.6048818,
 1922-Jun-05 12:00:00.000, 2423211.000000000, , , 9.22012390046769, 27.5342195,  180.8166038,  2.4768262,
 1922-Sep-03 12:00:00.000, 2423301.000000000, , , 10.4782370784561, 12.9415533,  186.9270457,  2.2157178,
 1922-Dec-02 12:00:00.000, 2423391.000000000, , , 10.1865880392095,-22.7478580,  197.2759206,  2.3102048,
 1923-Mar-02 12:00:00.000, 2423481.000000000, , , 8.84538944082250,-17.8423052,  199.2539673,  2.6896460,
 1923-May-31 12:00:00.000, 2423571.000000000, , , 9.05643642010629, 23.6600490,  193.5787635,  2.6484178,
 1923-Aug-29 12:00:00.000, 2423661.000000000, , , 10.4145060129943, 19.3558691,  197.4368865,  2.3149954,
 1923-Nov-27 12:00:00.000, 2423751.000000000, , , 10.4930694354684,-17.0858213,  207.8348999,  2.3034022,
 1924-Feb-25 12:00:00.000, 2423841.000000000, , , 9.16076350690195,-24.0292046,  212.1562896,  2.6385667,
 1924-May-25 12:00:00.000, 2423931.000000000, , , 8.94170472294080, 17.4439123,  206.5592427,  2.6965500,
 1924-Aug-23 12:00:00.000, 2424021.000000000, , , 10.2860018371104, 24.3683358,  208.0162652,  2.3317597,
 1924-Nov-21 12:00:00.000, 2424111.000000000, , , 10.7251593793143,-10.3235151,  217.9658423,  2.2185465,
 1925-Feb-19 12:00:00.000, 2424201.000000000, , , 9.51231533256630,-27.7255321,  224.3079060,  2.4754088,
 1925-May-20 12:00:00.000, 2424291.000000000, , , 8.89195164786298,  9.4648760,  219.6464466,  2.6139980,
 1925-Aug-18 12:00:00.000, 2424381.000000000, , , 10.1068513347307, 27.5993099,  218.7568665,  2.2635734,
 1925-Nov-16 12:00:00.000, 2424471.000000000, , , 10.8731040961634, -2.9775673,  227.7976278,  2.0649000,
 1926-Feb-14 12:00:00.000, 2424561.000000000, , , 9.87120571236898,-28.8750446,  235.7473142,  2.2259025,
 1926-May-15 12:00:00.000, 2424651.000000000, , , 8.91560704361625,  0.5567752,  232.6940777,  2.4051302,
 1926-Aug-13 12:00:00.000, 2424741.000000000, , , 9.89411160119124, 28.7356615,  229.7392481,  2.1082541,
 1926-Nov-11 12:00:00.000, 2424831.000000000, , , 10.9322545719089,  4.4881058,  237.4532494,  1.8496250,
 1927-Feb-09 12:00:00.000, 2424921.000000000, , , 10.2108415546068,-27.6621250,  246.5611021,  1.9130271,
 1927-May-10 12:00:00.000, 2425011.000000000, , , 9.01242743084505, -8.3400863,  245.5493655,  2.0864571,
 1927-Aug-08 12:00:00.000, 2425101.000000000, , , 9.66668536463777, 27.5963682,  241.0285332,  1.8649873,
 1927-Nov-06 12:00:00.000, 2425191.000000000, , , 10.9026534927857, 11.6247718,  247.0493087,  1.5781354,
 1928-Feb-04 12:00:00.000, 2425281.000000000, , , 10.5085557705933,-24.4089967,  256.8611903,  1.5551590,
 1928-May-04 12:00:00.000, 2425371.000000000, , , 9.17414140773449,-16.3119284,  258.0807645,  1.6832824,
 1928-Aug-02 12:00:00.000, 2425461.000000000, , , 9.44504616995169, 24.1341289,  252.6674499,  1.5359647,
 1928-Oct-31 12:00:00.000, 2425551.000000000, , , 10.7888617040995, 18.0127701,  256.7012585,  1.2545739,
 1929-Jan-29 12:00:00.000, 2425641.000000000, , , 10.7462815576914,-19.4993588,  266.7678757,  1.1660028,
 1929-Apr-29 12:00:00.000, 2425731.000000000, , , 9.38608153663991,-22.6487715,  270.2018223,  1.2248823,
 1929-Jul-28 12:00:00.000, 2425821.000000000, , , 9.24952647082836, 18.5172390,  264.6657585,  1.1285202,
 1929-Oct-26 12:00:00.000, 2425911.000000000, , , 10.5994857700947, 23.2303623,  266.5247712,  0.8824827,
 1930-Jan-24 12:00:00.000, 2426001.000000000, , , 10.9101159401196,-13.3503736,  276.4040013,  0.7558021,
 1930-Apr-24 12:00:00.000, 2426091.000000000, , , 9.62906730451978,-26.8766921,  281.8762607,  0.7393465,
 1930-Jul-23 12:00:00.000, 2426181.000000000, , , 9.09827452658528, 11.1250544,  276.9940062,  0.6569576,
 1930-Oct-21 12:00:00.000, 2426271.000000000, , , 10.3467602321665, 26.8879634,  276.6344705,  0.4658815,
 1931-Jan-19 12:00:00.000, 2426361.000000000, , , 10.9903640128012, -6.3692369,  285.8905375,  0.3322330,
 1931-Apr-19 12:00:00.000, 2426451.000000000, , , 9.88190498948243,-28.7975791,  293.1166528,  0.2503688,
 1931-Jul-18 12:00:00.000, 2426541.000000000, , , 9.00558594733204,  2.5941033,  289.5795068,  0.1433839,
 1931-Oct-16 12:00:00.000, 2426631.000000000, , , 10.0468242155936, 28.6345468,  287.1454618,  0.0104366,
 1932-Jan-14 12:00:00.000, 2426721.000000000, , , 10.9815913766173,  1.0196495,  295.3471820, -0.0984629,
 1932-Apr-13 12:00:00.000, 2426811.000000000, , , 10.1237032633815,-28.4122493,  303.9732255, -0.2236989,
 1932-Jul-12 12:00:00.000, 2426901.000000000, , , 8.97992336052650, -6.2630510,  302.3151523, -0.3834968,
 1932-Oct-10 12:00:00.000, 2426991.000000000, , , 9.71962313988508, 28.1811810,  298.1659719, -0.4747527,
 1933-Jan-08 12:00:00.000, 2427081.000000000, , , 10.8825024368783,  8.3914895,  304.8944398, -0.5304773,
 1933-Apr-08 12:00:00.000, 2427171.000000000, , , 10.3345897029848,-25.8971434,  314.5197521, -0.6693577,
 1933-Jul-07 12:00:00.000, 2427261.000000000, , , 9.02255971136990,-14.5413421,  315.0737629, -0.8917825,
 1933-Oct-05 12:00:00.000, 2427351.000000000, , , 9.38840985901263, 25.3512591,  309.7870784, -0.9752154,
 1934-Jan-03 12:00:00.000, 2427441.000000000, , , 10.6961760880707, 15.2866702,  314.6548485, -0.9574989,
 1934-Apr-03 12:00:00.000, 2427531.000000000, , , 10.4970667520801,-21.5288842,  324.8456068, -1.0765844,
 1934-Jul-02 12:00:00.000, 2427621.000000000, , , 9.12711846779298,-21.3987004,  327.7319610, -1.3512920,
 1934-Sep-30 12:00:00.000, 2427711.000000000, , , 9.07912092451393, 20.1301896,  322.0680114, -1.4689536,
 1934-Dec-29 12:00:00.000, 2427801.000000000, , , 10.4305065883400, 21.2372812,  324.7569077, -1.3714110,
 1935-Mar-29 12:00:00.000, 2427891.000000000, , , 10.5966533342697,-15.6569464,  335.0501636, -1.4376118,
 1935-Jun-27 12:00:00.000, 2427981.000000000, , , 9.28076522896151,-26.1946809,  340.1949045, -1.7375686,
 1935-Sep-25 12:00:00.000, 2428071.000000000, , , 8.81825427014921, 12.7800947,  335.0139144, -1.9254774,
 1935-Dec-24 12:00:00.000, 2428161.000000000, , , 10.0986209350477, 25.7446213,  335.3360862, -1.7612094,
 1936-Mar-23 12:00:00.000, 2428251.000000000, , , 10.6224541242952, -8.6783606,  345.2373895, -1.7456379,
 1936-Jun-21 12:00:00.000, 2428341.000000000, , , 9.46559766490459,-28.5462439,  352.4055641, -2.0340248,
 1936-Sep-19 12:00:00.000, 2428431.000000000, , , 8.63025693097134,  3.8809636,  348.5530872, -2.3076722,
 1936-Dec-18 12:00:00.000, 2428521.000000000, , , 9.71933755153066, 28.3176798,  346.5299542, -2.1114418,
 1937-Mar-18 12:00:00.000, 2428611.000000000, , , 10.5676643241077, -1.0254119,  355.5148653, -1.9937595,
 1937-Jun-16 12:00:00.000, 2428701.000000000, , , 9.66087115695613,-28.3634322,    4.3482971, -2.2317418,
 1937-Sep-14 12:00:00.000, 2428791.000000000, , , 8.53339449631174, -5.6222089,    2.5290671, -2.5776868,
 1937-Dec-13 12:00:00.000, 2428881.000000000, , , 9.31769788659905, 28.4948457,  358.4708872, -2.4007439,
 1938-Mar-13 12:00:00.000, 2428971.000000000, , , 10.4300962790688,  6.8057538,    5.9961399, -2.1740413,
 1938-Jun-11 12:00:00.000, 2429061.000000000, , , 9.84497782903410,-25.7693706,   16.0457879, -2.3278612,
 1938-Sep-09 12:00:00.000, 2429151.000000000, , , 8.53591300141160,-14.5947507,   16.7189843, -2.7061733,
 1938-Dec-08 12:00:00.000, 2429241.000000000, , , 8.92444264418572, 25.9249409,   11.2656949, -2.6012673,
 1939-Mar-08 12:00:00.000, 2429331.000000000, , , 10.2129611902829, 14.2795342,   16.7990718, -2.2771797,
 1939-Jun-06 12:00:00.000, 2429421.000000000, , , 9.99741249445610,-21.0823606,   27.5481722, -2.3236660,
 1939-Sep-04 12:00:00.000, 2429511.000000000, , , 8.63384037068570,-21.9090094,   30.8745894, -2.6802414,
 1939-Dec-03 12:00:00.000, 2429601.000000000, , , 8.57475144857724, 20.4877741,   24.9596390, -2.6803141,
 1940-Mar-02 12:00:00.000, 2429691.000000000, , , 9.92552704471258, 20.7897009,   28.0457099, -2.2921095,
 1940-May-31 12:00:00.000, 2429781.000000000, , , 10.1004112275068,-14.7181400,   38.9227798, -2.2224949,
 1940-Aug-29 12:00:00.000, 2429871.000000000, , , 8.81114464404303,-26.7305615,   44.7781303, -2.5060254,
 1940-Nov-27 12:00:00.000, 2429961.000000000, , , 8.30452800631330, 12.4491217,   39.4947184, -2.6068138,
 1941-Feb-25 12:00:00.000, 2430051.000000000, , , 9.58384454516897, 25.7127426,   39.8621258, -2.2062183,
 1941-May-26 12:00:00.000, 2430141.000000000, , , 10.1399780652004, -7.1877428,   50.2532144, -2.0288061,
 1941-Aug-24 12:00:00.000, 2430231.000000000, , , 9.04293401451260,-28.6312193,   58.2848005, -2.2047621,
 1941-Nov-22 12:00:00.000, 2430321.000000000, , , 8.14487783518912,  2.6220959,   54.6802242, -2.3626367,
 1942-Feb-20 12:00:00.000, 2430411.000000000, , , 9.21175099258570, 28.4187484,   52.3707187, -2.0067830,
 1942-May-21 12:00:00.000, 2430501.000000000, , , 10.1083931855440,  0.9596819,   61.6326398, -1.7477628,
 1942-Aug-19 12:00:00.000, 2430591.000000000, , , 9.30083177624786,-27.6021203,   71.3310929, -1.8053929,
 1942-Nov-17 12:00:00.000, 2430681.000000000, , , 8.11636939492696, -7.6882166,   70.1890947, -1.9548577,
 1943-Feb-15 12:00:00.000, 2430771.000000000, , , 8.84172767758893, 28.3562121,   65.6661743, -1.6839815,
 1943-May-16 12:00:00.000, 2430861.000000000, , , 10.0051915203020,  9.1134103,   73.1535005, -1.3853739,
 1943-Aug-14 12:00:00.000, 2430951.000000000, , , 9.55693267588224,-23.9661461,   83.9162487, -1.3381138,
 1943-Nov-12 12:00:00.000, 2431041.000000000, , , 8.22220372731747,-16.9570922,   85.6189086, -1.4200706,
 1944-Feb-10 12:00:00.000, 2431131.000000000, , , 8.51181167606172, 25.1473352,   79.7759258, -1.2367059,
 1944-May-10 12:00:00.000, 2431221.000000000, , , 9.83652559947681, 16.6232049,   84.9070513, -0.9496485,
 1944-Aug-08 12:00:00.000, 2431311.000000000, , , 9.78556486421239,-18.2431918,   96.0838860, -0.8303002,
 1944-Nov-06 12:00:00.000, 2431401.000000000, , , 8.44623272075715,-23.9147400,  100.5995272, -0.8149145,
 1945-Feb-04 12:00:00.000, 2431491.000000000, , , 8.26089029715272, 18.8107393,   94.6197849, -0.6802969,
 1945-May-05 12:00:00.000, 2431581.000000000, , , 9.61516099477126, 22.8240767,   96.9805454, -0.4511482,
 1945-Aug-03 12:00:00.000, 2431671.000000000, , , 9.96595372544328,-11.0614659,  107.9068927, -0.3051519,
 1945-Nov-01 12:00:00.000, 2431761.000000000, , , 8.75756377155401,-27.8214098,  114.8787733, -0.1980768,
 1946-Jan-30 12:00:00.000, 2431851.000000000, , , 8.12265289907121,  9.9311085,  109.9774987, -0.0521268,
 1946-Apr-30 12:00:00.000, 2431941.000000000, , , 9.36069076345960, 27.0671260,  109.4513234,  0.0949863,
 1946-Jul-29 12:00:00.000, 2432031.000000000, , , 10.0839573616518, -3.0573659,  119.4713456,  0.2180762,
 1946-Oct-27 12:00:00.000, 2432121.000000000, , , 9.11848685883490,-28.5574165,  128.3496818,  0.3840080,
 1947-Jan-25 12:00:00.000, 2432211.000000000, , , 8.11772350695501, -0.3114993,  125.5001477,  0.5904678,
 1947-Apr-25 12:00:00.000, 2432301.000000000, , , 9.09828913376481, 28.7972530,  122.3739171,  0.6671642,
 1947-Jul-24 12:00:00.000, 2432391.000000000, , , 10.1323279069604,  5.1174702,  130.8687097,  0.7230631,
 1947-Oct-22 12:00:00.000, 2432481.000000000, , , 9.49107794309089,-26.4203557,  141.0211187,  0.9017869,
 1948-Jan-20 12:00:00.000, 2432571.000000000, , , 8.24811200875393,-10.4090700,  140.7833135,  1.1841365,
 1948-Apr-19 12:00:00.000, 2432661.000000000, , , 8.85643697501032, 27.6313351,  135.7608178,  1.2358233,
 1948-Jul-18 12:00:00.000, 2432751.000000000, , , 10.1106607844029, 12.8588069,  142.1907276,  1.1954165,
 1948-Oct-16 12:00:00.000, 2432841.000000000, , , 9.84209283045738,-21.9612475,  152.9742353,  1.3402337,
 1949-Jan-14 12:00:00.000, 2432931.000000000, , , 8.49720092531584,-18.9582543,  155.4728736,  1.6778666,
 1949-Apr-14 12:00:00.000, 2433021.000000000, , , 8.66442218681123, 23.4960540,  149.5624942,  1.7637238,
 1949-Jul-13 12:00:00.000, 2433111.000000000, , , 10.0251046178896, 19.5757108,  153.5283122,  1.6216683,
 1949-Oct-11 12:00:00.000, 2433201.000000000, , , 10.1455742181121,-15.8022165,  164.3252857,  1.6937026,
 1950-Jan-09 12:00:00.000, 2433291.000000000, , , 8.83489386982392,-25.0191192,  169.3431434,  2.0443249,
 1950-Apr-09 12:00:00.000, 2433381.000000000, , , 8.54796257812350, 16.7035881,  163.6528901,  2.2097883,
 1950-Jul-08 12:00:00.000, 2433471.000000000, , , 9.88747862157291, 24.7457244,  164.9668210,  1.9882491,
