 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 1950-Oct-06 12:00:00.000, 2433561.000000000, , , 31.2939188812960,  1.7311077,  196.9261097,  1.5675112,
 1951-Jan-04 12:00:00.000, 2433651.000000000, , , 30.3875375769906,-29.9183396,  199.4554193,  1.6207572,
 1951-Apr-04 12:00:00.000, 2433741.000000000, , , 29.3022132873739, -2.7389242,  198.2890671,  1.6877446,
 1951-Jul-03 12:00:00.000, 2433831.000000000, , , 30.1769734737873, 28.9654347,  196.7600729,  1.6454361,
 1951-Oct-01 12:00:00.000, 2433921.000000000, , , 31.2816331532218,  5.3394181,  198.8279050,  1.5932652,
 1951-Dec-30 12:00:00.000, 2434011.000000000, , , 30.5173953636880,-29.2617883,  201.5461544,  1.6390797,
 1952-Mar-29 12:00:00.000, 2434101.000000000, , , 29.3256066452293, -6.5766265,  200.6672278,  1.7120424,
 1952-Jun-27 12:00:00.000, 2434191.000000000, , , 30.0565051363672, 28.3526061,  198.9334165,  1.6764965,
 1952-Sep-25 12:00:00.000, 2434281.000000000, , , 31.2547714861573,  8.8534674,  200.7341456,  1.6176455,
 1952-Dec-24 12:00:00.000, 2434371.000000000, , , 30.6443114762447,-28.1111291,  203.6059222,  1.6551973,
 1953-Mar-24 12:00:00.000, 2434461.000000000, , , 29.3662605499947,-10.3188761,  203.0378504,  1.7329587,
 1953-Jun-22 12:00:00.000, 2434551.000000000, , , 29.9404939543885, 27.2744724,  201.1364355,  1.7052724,
 1953-Sep-20 12:00:00.000, 2434641.000000000, , , 31.2138056263234, 12.2314660,  202.6494494,  1.6406157,
 1953-Dec-19 12:00:00.000, 2434731.000000000, , , 30.7660981303286,-26.5038856,  205.6378778,  1.6692115,
 1954-Mar-19 12:00:00.000, 2434821.000000000, , , 29.4232871716417,-13.9054243,  205.3971464,  1.7504785,
 1954-Jun-17 12:00:00.000, 2434911.000000000, , , 29.8305268981287, 25.7505534,  203.3694143,  1.7315904,
 1954-Sep-15 12:00:00.000, 2435001.000000000, , , 31.1590168718935, 15.4308398,  204.5771401,  1.6621250,
 1954-Dec-14 12:00:00.000, 2435091.000000000, , , 30.8804915132641,-24.4881625,  207.6445583,  1.6812206,
 1955-Mar-14 12:00:00.000, 2435181.000000000, , , 29.4952638641222,-17.2665346,  207.7417593,  1.7646275,
 1955-Jun-12 12:00:00.000, 2435271.000000000, , , 29.7280458070452, 23.8112338,  205.6310157,  1.7552449,
 1955-Sep-10 12:00:00.000, 2435361.000000000, , , 31.0907998494356, 18.3859803,  206.5211602,  1.6821110,
 1955-Dec-09 12:00:00.000, 2435451.000000000, , , 30.9850937372935,-22.1033874,  209.6283033,  1.6913465,
 1956-Mar-08 12:00:00.000, 2435541.000000000, , , 29.5805170347983,-20.3295616,  210.0685475,  1.7754514,
 1956-Jun-06 12:00:00.000, 2435631.000000000, , , 29.6341722713289, 21.4773250,  207.9197077,  1.7760672,
 1956-Sep-04 12:00:00.000, 2435721.000000000, , , 31.0096692291847, 21.0442630,  208.4841000,  1.7005287,
 1956-Dec-03 12:00:00.000, 2435811.000000000, , , 31.0777893014727,-19.3794194,  211.5919153,  1.6996950,
 1957-Mar-03 12:00:00.000, 2435901.000000000, , , 29.6771914061344,-23.0322192,  212.3734377,  1.7830242,
 1957-Jun-01 12:00:00.000, 2435991.000000000, , , 29.5502528749337, 18.7694127,  210.2330791,  1.7938944,
 1957-Aug-30 12:00:00.000, 2436081.000000000, , , 30.9165566615921, 23.3678900,  210.4680413,  1.7173041,
 1957-Nov-28 12:00:00.000, 2436171.000000000, , , 31.1569710028048,-16.3503306,  213.5373681,  1.7063331,
 1958-Feb-26 12:00:00.000, 2436261.000000000, , , 29.7834450879994,-25.3372787,  214.6532574,  1.7874546,
 1958-May-27 12:00:00.000, 2436351.000000000, , , 29.4775796526572, 15.7234967,  212.5672455,  1.8085901,
 1958-Aug-25 12:00:00.000, 2436441.000000000, , , 30.8127799072999, 25.3358110,  212.4751194,  1.7323406,
 1958-Nov-23 12:00:00.000, 2436531.000000000, , , 31.2212523043598,-13.0694838,  215.4670967,  1.7113448,
 1959-Feb-21 12:00:00.000, 2436621.000000000, , , 29.8972369293419,-27.2148924,  216.9052108,  1.7888947,
 1959-May-22 12:00:00.000, 2436711.000000000, , , 29.4171366734047, 12.3906742,  214.9186584,  1.8200496,
 1959-Aug-20 12:00:00.000, 2436801.000000000, , , 30.6996910995517, 26.9269004,  214.5062964,  1.7455454,
 1959-Nov-18 12:00:00.000, 2436891.000000000, , , 31.2696277624484, -9.5986418,  217.3839142,  1.7148048,
 1960-Feb-16 12:00:00.000, 2436981.000000000, , , 30.0165585177007,-28.6387471,  219.1266131,  1.7874981,
 1960-May-16 12:00:00.000, 2437071.000000000, , , 29.3701035424716,  8.8409215,  217.2830609,  1.8281478,
 1960-Aug-14 12:00:00.000, 2437161.000000000, , , 30.5792513559447, 28.1119716,  216.5629336,  1.7568122,
 1960-Nov-12 12:00:00.000, 2437251.000000000, , , 31.3015951352737, -5.9980973,  219.2905500,  1.7167655,
 1961-Feb-10 12:00:00.000, 2437341.000000000, , , 30.1397115926376,-29.5808806,  221.3159686,  1.7834022,
 1961-May-11 12:00:00.000, 2437431.000000000, , , 29.3376567975810,  5.1394675,  219.6557227,  1.8328117,
 1961-Aug-09 12:00:00.000, 2437521.000000000, , , 30.4537320496189, 28.8611928,  218.6462368,  1.7660248,
 1961-Nov-07 12:00:00.000, 2437611.000000000, , , 31.3170133914249, -2.3302841,  221.1900287,  1.7172784,
 1962-Feb-05 12:00:00.000, 2437701.000000000, , , 30.2649042619139,-30.0157297,  223.4721270,  1.7767735,
 1962-May-06 12:00:00.000, 2437791.000000000, , , 29.3208525009357,  1.3461618,  222.0322045,  1.8339957,
 1962-Aug-04 12:00:00.000, 2437881.000000000, , , 30.3254569451107, 29.1517030,  220.7565902,  1.7730556,
 1962-Nov-02 12:00:00.000, 2437971.000000000, , , 31.3161901336266,  1.3591606,  223.0856406,  1.7163244,
 1963-Jan-31 12:00:00.000, 2438061.000000000, , , 30.3905583689457,-29.9325693,  225.5944796,  1.7677738,
 1963-May-01 12:00:00.000, 2438151.000000000, , , 29.3205574675514, -2.4836055,  224.4082956,  1.8316674,
 1963-Jul-30 12:00:00.000, 2438241.000000000, , , 30.1970516897793, 28.9753220,  222.8949206,  1.7777351,
 1963-Oct-28 12:00:00.000, 2438331.000000000, , , 31.2997800372377,  5.0252489,  224.9809941,  1.7138926,
 1964-Jan-26 12:00:00.000, 2438421.000000000, , , 30.5152293423354,-29.3449856,  227.6845524,  1.7565455,
 1964-Apr-25 12:00:00.000, 2438511.000000000, , , 29.3373070779358, -6.2959898,  226.7805353,  1.8258153,
 1964-Jul-24 12:00:00.000, 2438601.000000000, , , 30.0709307259856, 28.3447358,  225.0626402,  1.7799142,
 1964-Oct-22 12:00:00.000, 2438691.000000000, , , 31.2685787751083,  8.6172490,  226.8805968,  1.7099806,
 1965-Jan-20 12:00:00.000, 2438781.000000000, , , 30.6371829570424,-28.2859039,  229.7443086,  1.7432173,
 1965-Apr-20 12:00:00.000, 2438871.000000000, , , 29.3711220012067,-10.0162365,  229.1457815,  1.8164523,
 1965-Jul-19 12:00:00.000, 2438961.000000000, , , 29.9494063745555, 27.2730090,  227.2602323,  1.7794328,
 1965-Oct-17 12:00:00.000, 2439051.000000000, , , 31.2232795840347, 12.0676788,  228.7893358,  1.7045225,
 1966-Jan-15 12:00:00.000, 2439141.000000000, , , 30.7546101899704,-26.7843092,  231.7760762,  1.7278925,
 1966-Apr-15 12:00:00.000, 2439231.000000000, , , 29.4214359144196,-13.5672807,  231.5008567,  1.8036352,
 1966-Jul-14 12:00:00.000, 2439321.000000000, , , 29.8344063329282, 25.7679369,  229.4880874,  1.7761334,
 1966-Oct-12 12:00:00.000, 2439411.000000000, , , 31.1643805845903, 15.3080565,  230.7114269,  1.6974594,
 1967-Jan-10 12:00:00.000, 2439501.000000000, , , 30.8652423480021,-24.8555629,  233.7831463,  1.7107047,
 1967-Apr-10 12:00:00.000, 2439591.000000000, , , 29.4870476759333,-16.8839228,  233.8425398,  1.7874743,
 1967-Jul-09 12:00:00.000, 2439681.000000000, , , 29.7272012602499, 23.8305883,  231.7460632,  1.7698878,
 1967-Oct-07 12:00:00.000, 2439771.000000000, , , 31.0921843973751, 18.2945121,  232.6505235,  1.6887349,
 1968-Jan-05 12:00:00.000, 2439861.000000000, , , 30.9667943018196,-22.5229280,  235.7679654,  1.6917865,
 1968-Apr-04 12:00:00.000, 2439951.000000000, , , 29.5663835819815,-19.9157729,  236.1679206,  1.7680876,
 1968-Jul-03 12:00:00.000, 2440041.000000000, , , 29.6291329855423, 21.4807990,  234.0321477,  1.7605651,
 1968-Oct-01 12:00:00.000, 2440131.000000000, , , 31.0073693041036, 20.9986798,  234.6099272,  1.6782911,
 1968-Dec-30 12:00:00.000, 2440221.000000000, , , 31.0573501870471,-19.8255767,  237.7329427,  1.6712326,
 1969-Mar-30 12:00:00.000, 2440311.000000000, , , 29.6577688860926,-22.6235214,  238.4737711,  1.7456258,
 1969-Jun-28 12:00:00.000, 2440401.000000000, , , 29.5414514072570, 18.7613639,  236.3441845,  1.7480854,
 1969-Sep-26 12:00:00.000, 2440491.000000000, , , 30.9109013492299, 23.3841845,  236.5916890,  1.6660625,
 1969-Dec-25 12:00:00.000, 2440581.000000000, , , 31.1350001373385,-16.8230197,  239.6809632,  1.6491448,
 1970-Mar-25 12:00:00.000, 2440671.000000000, , , 29.7591219787688,-24.9625431,  240.7564096,  1.7202808,
 1970-Jun-23 12:00:00.000, 2440761.000000000, , , 29.4651922443371, 15.7256279,  238.6786929,  1.7324089,
 1970-Sep-21 12:00:00.000, 2440851.000000000, , , 30.8038307051915, 25.4119807,  238.5978023,  1.6519737,
 1970-Dec-20 12:00:00.000, 2440941.000000000, , , 31.1981772266943,-13.5719086,  241.6139357,  1.6256018,
 1971-Mar-20 12:00:00.000, 2441031.000000000, , , 29.8682995050951,-26.8868258,  243.0130838,  1.6922680,
 1971-Jun-18 12:00:00.000, 2441121.000000000, , , 29.4014128609702, 12.4299672,  241.0312098,  1.7134873,
 1971-Sep-16 12:00:00.000, 2441211.000000000, , , 30.6875990218635, 27.0379113,  240.6297402,  1.6359392,
 1971-Dec-15 12:00:00.000, 2441301.000000000, , , 31.2456856410817,-10.1233011,  243.5344433,  1.6006856,
 1972-Mar-14 12:00:00.000, 2441391.000000000, , , 29.9834279775363,-28.3563602,  245.2410492,  1.6617828,
 1972-Jun-12 12:00:00.000, 2441481.000000000, , , 29.3510557987662,  8.9211068,  243.3981580,  1.6913098,
 1972-Sep-10 12:00:00.000, 2441571.000000000, , , 30.5639174694253, 28.2325942,  242.6883353,  1.6178919,
 1972-Dec-09 12:00:00.000, 2441661.000000000, , , 31.2766764577941, -6.5283519,  245.4452774,  1.5744674,
 1973-Mar-09 12:00:00.000, 2441751.000000000, , , 30.1024702617394,-29.3366403,  247.4378306,  1.6290231,
 1973-Jun-07 12:00:00.000, 2441841.000000000, , , 29.3150955875320,  5.2479664,  245.7741824,  1.6658920,
 1973-Sep-05 12:00:00.000, 2441931.000000000, , , 30.4347922954229, 28.9754082,  244.7743110,  1.5977547,
 1973-Dec-04 12:00:00.000, 2442021.000000000, , , 31.2909092933423, -2.8300562,  247.3482957,  1.5469761,
 1974-Mar-04 12:00:00.000, 2442111.000000000, , , 30.2237496504997,-29.8222620,  249.6020943,  1.5941750,
 1974-Jun-02 12:00:00.000, 2442201.000000000, , , 29.2944317733761,  1.4675284,  248.1541242,  1.6372841,
 1974-Aug-31 12:00:00.000, 2442291.000000000, , , 30.3026470333300, 29.2637476,  246.8877480,  1.5754254,
 1974-Nov-29 12:00:00.000, 2442381.000000000, , , 31.2885690342921,  0.9164679,  249.2468656,  1.5182253,
 1975-Feb-27 12:00:00.000, 2442471.000000000, , , 30.3455533480484,-29.8194062,  251.7328473,  1.5574414,
 1975-May-28 12:00:00.000, 2442561.000000000, , , 29.2897967708769, -2.3522400,  250.5339308,  1.6055590,
 1975-Aug-26 12:00:00.000, 2442651.000000000, , , 30.1699143925950, 29.1017890,  249.0288661,  1.5507883,
 1975-Nov-24 12:00:00.000, 2442741.000000000, , , 31.2702219584686,  4.6433140,  251.1444149,  1.4881512,
 1976-Feb-22 12:00:00.000, 2442831.000000000, , , 30.4662969279599,-29.3390222,  253.8307815,  1.5189878,
 1976-May-22 12:00:00.000, 2442921.000000000, , , 29.3018350647081, -6.1293729,  252.9091671,  1.5707656,
 1976-Aug-20 12:00:00.000, 2443011.000000000, , , 30.0393628822491, 28.4868848,  251.1987458,  1.5237213,
 1976-Nov-18 12:00:00.000, 2443101.000000000, , , 31.2367453127496,  8.2805052,  253.0448284,  1.4567699,
 1977-Feb-16 12:00:00.000, 2443191.000000000, , , 30.5846175301854,-28.3802998,  255.8975407,  1.4789209,
 1977-May-17 12:00:00.000, 2443281.000000000, , , 29.3308466411451, -9.7953643,  255.2766372,  1.5329928,
 1977-Aug-15 12:00:00.000, 2443371.000000000, , , 29.9135134522009, 27.4103517,  253.3981354,  1.4941182,
 1977-Nov-13 12:00:00.000, 2443461.000000000, , , 31.1889264955945, 11.7666383,  254.9533600,  1.4240051,
 1978-Feb-11 12:00:00.000, 2443551.000000000, , , 30.6986868251027,-26.9512524,  257.9354300,  1.4373510,
 1978-May-12 12:00:00.000, 2443641.000000000, , , 29.3763634415477,-13.2973726,  257.6336547,  1.4923736,
 1978-Aug-10 12:00:00.000, 2443731.000000000, , , 29.7941716941563, 25.8725810,  255.6274734,  1.4619000,
 1978-Nov-08 12:00:00.000, 2443821.000000000, , , 31.1272981311742, 15.0679652,  256.8743556,  1.3897799,
 1979-Feb-06 12:00:00.000, 2443911.000000000, , , 30.8065051324382,-25.0799685,  259.9476920,  1.3943912,
 1979-May-07 12:00:00.000, 2444001.000000000, , , 29.4373333848861,-16.5871271,  259.9773562,  1.4490593,
 1979-Aug-05 12:00:00.000, 2444091.000000000, , , 29.6829775756972, 23.8998014,  257.8868883,  1.4269745,
 1979-Nov-03 12:00:00.000, 2444181.000000000, , , 31.0524767306708, 18.1419915,  258.8120221,  1.3540386,
 1980-Feb-01 12:00:00.000, 2444271.000000000, , , 30.9060727298857,-22.8080342,  261.9375965,  1.3501491,
 1980-May-01 12:00:00.000, 2444361.000000000, , , 29.5124079007582,-19.6170683,  262.3055380,  1.4032175,
 1980-Jul-30 12:00:00.000, 2444451.000000000, , , 29.5812951753293, 21.5342100,  260.1753398,  1.3893061,
 1980-Oct-28 12:00:00.000, 2444541.000000000, , , 30.9652148716153, 20.9361817,  260.7705851,  1.3167384,
 1981-Jan-26 12:00:00.000, 2444631.000000000, , , 30.9952020584368,-20.1841783,  263.9081517,  1.3047251,
 1981-Apr-26 12:00:00.000, 2444721.000000000, , , 29.5997550764843,-22.3263900,  264.6154592,  1.3550446,
 1981-Jul-25 12:00:00.000, 2444811.000000000, , , 29.4903732687375, 18.8175383,  262.4905323,  1.3489003,
 1981-Oct-23 12:00:00.000, 2444901.000000000, , , 30.8663043466274, 23.3935658,  262.7527676,  1.2778272,
 1982-Jan-21 12:00:00.000, 2444991.000000000, , , 31.0719844373129,-17.2517745,  265.8622481,  1.2581938,
 1982-Apr-21 12:00:00.000, 2445081.000000000, , , 29.6973697232954,-24.6614326,  266.9038964,  1.3047705,
 1982-Jul-20 12:00:00.000, 2445171.000000000, , , 29.4113315946231, 15.7901150,  264.8298255,  1.3057896,
 1982-Oct-18 12:00:00.000, 2445261.000000000, , , 30.7568455705833, 25.4665995,  264.7610549,  1.2372503,
 1983-Jan-16 12:00:00.000, 2445351.000000000, , , 31.1346383893131,-14.0515401,  267.8027705,  1.2106422,
 1983-Apr-16 12:00:00.000, 2445441.000000000, , , 29.8031618453829,-26.5752174,  269.1685012,  1.2526430,
 1983-Jul-15 12:00:00.000, 2445531.000000000, , , 29.3449198255584, 12.4849983,  267.1897033,  1.2600363,
 1983-Oct-13 12:00:00.000, 2445621.000000000, , , 30.6379843827991, 27.1267694,  266.7975927,  1.1949693,
 1984-Jan-11 12:00:00.000, 2445711.000000000, , , 31.1817566842703,-10.6250997,  269.7321189,  1.1621512,
 1984-Apr-10 12:00:00.000, 2445801.000000000, , , 29.9149719694336,-28.0425386,  271.4070064,  1.1988741,
 1984-Jul-09 12:00:00.000, 2445891.000000000, , , 29.2919576483053,  8.9516501,  269.5658828,  1.2117184,
 1984-Oct-07 12:00:00.000, 2445981.000000000, , , 30.5113518087736, 28.3565053,  268.8631567,  1.1509596,
 1985-Jan-05 12:00:00.000, 2446071.000000000, , , 31.2124363836620, -7.0193097,  271.6528701,  1.1127642,
 1985-Apr-05 12:00:00.000, 2446161.000000000, , , 30.0308244770616,-29.0556025,  273.6167986,  1.1436741,
 1985-Jul-04 12:00:00.000, 2446251.000000000, , , 29.2532124983863,  5.2575191,  271.9535343,  1.1609686,
 1985-Oct-02 12:00:00.000, 2446341.000000000, , , 30.3789823153391, 29.1438981,  270.9582157,  1.1051981,
 1985-Dec-31 12:00:00.000, 2446431.000000000, , , 31.2261053425254, -3.3042356,  273.5676130,  1.0625190,
 1986-Mar-31 12:00:00.000, 2446521.000000000, , , 30.1486503520424,-29.6066731,  275.7962820,  1.0872584,
 1986-Jun-29 12:00:00.000, 2446611.000000000, , , 29.2293112637937,  1.4786529,  274.3469515,  1.1079474,
 1986-Sep-27 12:00:00.000, 2446701.000000000, , , 30.2429324932023, 29.4741749,  273.0830327,  1.0576508,
 1986-Dec-26 12:00:00.000, 2446791.000000000, , , 31.2226597132167,  0.4506330,  275.4786112,  1.0114786,
 1987-Mar-26 12:00:00.000, 2446881.000000000, , , 30.2666329407793,-29.6744520,  277.9441238,  1.0298275,
 1987-Jun-24 12:00:00.000, 2446971.000000000, , , 29.2210158466833, -2.3105726,  276.7410985,  1.0527851,
 1987-Sep-22 12:00:00.000, 2447061.000000000, , , 30.1058551338902, 29.3263043,  275.2372318,  1.0082708,
 1987-Dec-21 12:00:00.000, 2447151.000000000, , , 31.2026153811558,  4.1857276,  277.3891350,  0.9594709,
 1988-Mar-20 12:00:00.000, 2447241.000000000, , , 30.3834833190075,-29.2439332,  280.0598037,  0.9715218,
 1988-Jun-18 12:00:00.000, 2447331.000000000, , , 29.2290565158102, -6.0569862,  279.1318053,  0.9956286,
 1988-Sep-16 12:00:00.000, 2447421.000000000, , , 29.9705418749645, 28.6925172,  277.4210477,  0.9570322,
 1988-Dec-15 12:00:00.000, 2447511.000000000, , , 31.1668140698485,  7.8554586,  279.3026076,  0.9066380,
 1989-Mar-15 12:00:00.000, 2447601.000000000, , , 30.4977419222696,-28.3241767,  282.1446347,  0.9124411,
 1989-Jun-13 12:00:00.000, 2447691.000000000, , , 29.2537166208574, -9.7084116,  281.5146841,  0.9366361,
 1989-Sep-11 12:00:00.000, 2447781.000000000, , , 29.8395004859750, 27.5830254,  279.6349080,  0.9039133,
 1989-Dec-10 12:00:00.000, 2447871.000000000, , , 31.1161591674391, 11.4147056,  281.2228119,  0.8528570,
 1990-Mar-10 12:00:00.000, 2447961.000000000, , , 30.6078524699237,-26.9507889,  284.2001698,  0.8526707,
 1990-Jun-08 12:00:00.000, 2448051.000000000, , , 29.2946723123405,-13.2049200,  283.8865517,  0.8759836,
 1990-Sep-06 12:00:00.000, 2448141.000000000, , , 29.7150526084646, 26.0251764,  281.8783653,  0.8488955,
 1990-Dec-05 12:00:00.000, 2448231.000000000, , , 31.0515473785281, 14.8021239,  283.1547789,  0.7980704,
 1991-Mar-05 12:00:00.000, 2448321.000000000, , , 30.7120497205670,-25.1555858,  286.2291891,  0.7923044,
 1991-Jun-03 12:00:00.000, 2448411.000000000, , , 29.3511362765550,-16.4857678,  286.2448429,  0.8138560,
 1991-Sep-01 12:00:00.000, 2448501.000000000, , , 29.5989183227997, 24.0473710,  284.1514623,  0.7919826,
 1991-Nov-30 12:00:00.000, 2448591.000000000, , , 30.9737215995720, 17.9513259,  285.1023862,  0.7422402,
 1992-Feb-28 12:00:00.000, 2448681.000000000, , , 30.8083354045238,-22.9701787,  288.2350054,  0.7314169,
 1992-May-28 12:00:00.000, 2448771.000000000, , , 29.4218255159275,-19.4861342,  288.5863514,  0.7504305,
 1992-Aug-26 12:00:00.000, 2448861.000000000, , , 29.4927778455865, 21.6736798,  286.4531112,  0.7332218,
 1992-Nov-24 12:00:00.000, 2448951.000000000, , , 30.8834620455088, 20.8045387,  287.0696090,  0.6853327,
 1993-Feb-22 12:00:00.000, 2449041.000000000, , , 30.8948383284918,-20.4195735,  290.2200070,  0.6700641,
 1993-May-23 12:00:00.000, 2449131.000000000, , , 29.5051885113397,-22.1528588,  290.9086529,  0.6859214,
 1993-Aug-21 12:00:00.000, 2449221.000000000, , , 29.3980200043710, 18.9304803,  288.7808921,  0.6727070,
 1993-Nov-19 12:00:00.000, 2449311.000000000, , , 30.7817108667206, 23.3144962,  289.0599618,  0.6273266,
 1994-Feb-17 12:00:00.000, 2449401.000000000, , , 30.9695948855278,-17.5382643,  292.1873035,  0.6083039,
 1994-May-18 12:00:00.000, 2449491.000000000, , , 29.5992514795113,-24.4472822,  293.2090861,  0.6205617,
 1994-Aug-16 12:00:00.000, 2449581.000000000, , , 29.3155452811884, 15.8510433,  291.1326873,  0.6105670,
 1994-Nov-14 12:00:00.000, 2449671.000000000, , , 30.6693684112772, 25.4540987,  291.0757072,  0.5681988,
 1995-Feb-12 12:00:00.000, 2449761.000000000, , , 31.0308284987875,-14.3694113,  294.1401419,  0.5461923,
 1995-May-13 12:00:00.000, 2449851.000000000, , , 29.7018284126069,-26.3432412,  295.4852501,  0.5545655,
 1995-Aug-11 12:00:00.000, 2449941.000000000, , , 29.2462319738834, 12.4943849,  293.5049106,  0.5469349,
 1995-Nov-09 12:00:00.000, 2450031.000000000, , , 30.5477771486961, 27.1947646,  293.1193966,  0.5079575,
 1996-Feb-07 12:00:00.000, 2450121.000000000, , , 31.0771927696383,-10.9677147,  296.0810493,  0.4837748,
 1996-May-07 12:00:00.000, 2450211.000000000, , , 29.8108735002489,-27.8234546,  297.7355678,  0.4881322,
 1996-Aug-05 12:00:00.000, 2450301.000000000, , , 29.1908346517124,  8.9322192,  295.8934278,  0.4819922,
 1996-Nov-03 12:00:00.000, 2450391.000000000, , , 30.4185479487557, 28.5028532,  295.1927254,  0.4466359,
 1997-Feb-01 12:00:00.000, 2450481.000000000, , , 31.1074230684601, -7.4010593,  298.0130771,  0.4210903,
 1997-May-02 12:00:00.000, 2450571.000000000, , , 29.9240326815237,-28.8534795,  299.9576418,  0.4214463,
 1997-Jul-31 12:00:00.000, 2450661.000000000, , , 29.1499084109294,  5.2322967,  298.2936908,  0.4159451,
 1997-Oct-29 12:00:00.000, 2450751.000000000, , , 30.2833446670120, 29.3426346,  297.2962650,  0.3842709,
 1998-Jan-27 12:00:00.000, 2450841.000000000, , , 31.1206923068732, -3.7260441,  299.9389096,  0.3581592,
 1998-Apr-27 12:00:00.000, 2450931.000000000, , , 30.0391465823995,-29.4048847,  302.1496623,  0.3546875,
 1998-Jul-26 12:00:00.000, 2451021.000000000, , , 29.1240018959974,  1.4537452,  300.7002404,  0.3490072,
 1998-Oct-24 12:00:00.000, 2451111.000000000, , , 30.1443341159508, 29.6898783,  299.4305857,  0.3209038,
 1999-Jan-22 12:00:00.000, 2451201.000000000, , , 31.1167421321051,  0.0134478,  301.8609152,  0.2953435,
 1999-Apr-22 12:00:00.000, 2451291.000000000, , , 30.1545400348522,-29.4630236,  304.3109065,  0.2880208,
 1999-Jul-21 12:00:00.000, 2451381.000000000, , , 29.1136864891614, -2.3545504,  303.1082997,  0.2813847,
 1999-Oct-19 12:00:00.000, 2451471.000000000, , , 30.0039168366536, 29.5447812,  301.5957915,  0.2565759,
 2000-Jan-17 12:00:00.000, 2451561.000000000, , , 31.0959510494424,  3.7701506,  303.7827254,  0.2316152,
 2000-Apr-16 12:00:00.000, 2451651.000000000, , , 30.2686484390235,-29.0425374,  306.4407455,  0.2215481,
 2000-Jul-15 12:00:00.000, 2451741.000000000, , , 29.1195432872408, -6.1263335,  305.5131999,  0.2132704,
 2000-Oct-13 12:00:00.000, 2451831.000000000, , , 29.8649216710078, 28.9166172,  303.7913876,  0.1913409,
 2001-Jan-11 12:00:00.000, 2451921.000000000, , , 31.0591706442332,  7.4874790,  305.7071302,  0.1679763,
 2001-Apr-11 12:00:00.000, 2452011.000000000, , , 30.3801946262934,-28.1650991,  308.5399326,  0.1553407,
 2001-Jul-10 12:00:00.000, 2452101.000000000, , , 29.1419101662061, -9.7885587,  307.9104553,  0.1448629,
 2001-Oct-08 12:00:00.000, 2452191.000000000, , , 29.7302474657796, 27.8216093,  306.0176679,  0.1252708,
 2002-Jan-06 12:00:00.000, 2452281.000000000, , , 31.0074283150254, 11.0882712,  307.6382455,  0.1040435,
 2002-Apr-06 12:00:00.000, 2452371.000000000, , , 30.4876416926344,-26.8492058,  310.6105780,  0.0894440,
 2002-Jul-05 12:00:00.000, 2452461.000000000, , , 29.1806180181728,-13.2719869,  310.2967038,  0.0763605,
 2002-Oct-03 12:00:00.000, 2452551.000000000, , , 29.6022313756907, 26.2694279,  308.2748145,  0.0584340,
 2003-Jan-01 12:00:00.000, 2452641.000000000, , , 30.9416414735983, 14.5079755,  309.5809630,  0.0397707,
 2003-Apr-01 12:00:00.000, 2452731.000000000, , , 30.5893721937601,-25.1088017,  312.6549162,  0.0238974,
 2003-Jun-30 12:00:00.000, 2452821.000000000, , , 29.2350472234294,-16.5136844,  312.6692894,  0.0079283,
 2003-Sep-28 12:00:00.000, 2452911.000000000, , , 29.4830295379041, 24.2712302,  310.5622413, -0.0090794,
 2003-Dec-27 12:00:00.000, 2453001.000000000, , , 30.8627601811170, 17.6937697,  311.5395758, -0.0248616,
 2004-Mar-26 12:00:00.000, 2453091.000000000, , , 30.6839121910700,-22.9616966,  314.6758529, -0.0412737,
 2004-Jun-24 12:00:00.000, 2453181.000000000, , , 29.3042537420966,-19.4708025,  315.0254290, -0.0602601,
 2004-Sep-22 12:00:00.000, 2453271.000000000, , , 29.3744798602645, 21.8495860,  312.8793435, -0.0771341,
 2004-Dec-21 12:00:00.000, 2453361.000000000, , , 30.7717677925347, 20.6025541,  313.5179259, -0.0898509,
 2005-Mar-21 12:00:00.000, 2453451.000000000, , , 30.7693702727483,-20.4412793,  316.6767222, -0.1060587,
 2005-Jun-19 12:00:00.000, 2453541.000000000, , , 29.3866231010600,-22.1056037,  317.3625101, -0.1280340,
 2005-Sep-17 12:00:00.000, 2453631.000000000, , , 29.2779113336622, 19.0460942,  315.2239315, -0.1455623,
 2005-Dec-16 12:00:00.000, 2453721.000000000, , , 30.6695574207385, 23.1963854,  315.5197499, -0.1551999,
 2006-Mar-16 12:00:00.000, 2453811.000000000, , , 30.8439386486285,-17.5970150,  318.6601940, -0.1704516,
 2006-Jun-14 12:00:00.000, 2453901.000000000, , , 29.4801963756810,-24.3853378,  319.6784847, -0.1952183,
 2006-Sep-12 12:00:00.000, 2453991.000000000, , , 29.1945276848460, 15.9242230,  317.5931466, -0.2141766,
 2006-Dec-11 12:00:00.000, 2454081.000000000, , , 30.5572966171721, 25.4269882,  317.5480352, -0.2208886,
 2007-Mar-11 12:00:00.000, 2454171.000000000, , , 30.9059333405770,-14.4825688,  320.6298104, -0.2344279,
 2007-Jun-09 12:00:00.000, 2454261.000000000, , , 29.5829795434073,-26.2676539,  321.9709698, -0.2616456,
 2007-Sep-07 12:00:00.000, 2454351.000000000, , , 29.1252071947282, 12.5439185,  319.9842672, -0.2827854,
